date,blood_type,donations,demand,inventory,holiday
2026-05-10,B+,10,16,281,False
2026-05-11,B+,21,17,285,False
2026-05-12,B+,14,33,266,False
2026-05-13,B+,17,28,255,False
2026-05-14,B+,13,20,248,True
2026-05-15,B+,23,24,247,False
2026-05-16,B+,18,17,248,False
2026-05-17,B+,14,14,248,False
2026-05-18,B+,28,27,249,False
2026-05-19,B+,25,19,255,False
2026-05-20,B+,30,27,258,False
2026-05-21,B+,20,21,257,False
2026-05-22,B+,23,30,250,False
2026-05-23,B+,16,21,245,False
2026-05-24,B+,8,15,238,False
2026-05-25,B+,14,41,211,True
2026-05-26,B+,33,16,228,False
2026-05-27,B+,28,20,236,False
2026-05-28,B+,24,26,234,False
2026-05-29,B+,23,21,236,False
2026-05-30,B+,22,16,242,False
2026-05-31,B+,16,15,243,False
2026-06-01,B+,14,17,240,False
2026-06-02,B+,26,24,242,False
2026-06-03,B+,34,26,250,False
2026-06-04,B+,27,25,252,False
2026-06-05,B+,38,18,272,False
2026-06-06,B+,8,21,259,False
2026-06-07,B+,15,22,252,False
2026-06-08,B+,23,25,250,False
2026-06-09,B+,21,24,247,False
2026-06-10,B+,22,26,243,False
2026-06-11,B+,26,17,252,False
2026-06-12,B+,33,15,270,False
2026-06-13,B+,17,19,268,False
2026-06-14,B+,19,15,272,False
2026-06-15,B+,20,23,269,False
2026-06-16,B+,23,22,270,False
2026-06-17,B+,26,24,272,False
2026-06-18,B+,26,23,275,False
2026-06-19,B+,21,20,276,False
2026-06-20,B+,22,18,280,False
2026-06-21,B+,11,15,276,False
2026-06-22,B+,21,15,282,False
2026-06-23,B+,28,28,282,False
2026-06-24,B+,24,21,285,False
2026-06-25,B+,24,22,287,False
2026-06-26,B+,21,18,290,False
2026-06-27,B+,28,18,300,False
2026-06-28,B+,13,12,301,False
2026-06-29,B+,20,21,300,False
2026-06-30,B+,20,25,295,False
2026-07-01,B+,22,27,290,False
2026-07-02,B+,22,24,288,False
2026-07-03,B+,26,22,292,False
2026-07-04,B+,22,15,299,False
2026-07-05,B+,12,35,276,False
2026-07-06,B+,26,19,283,False
2026-07-07,B+,14,25,272,False
2026-07-08,B+,19,23,268,False
2026-07-09,B+,20,23,265,False
2026-07-10,B+,18,20,263,False
2026-07-11,B+,25,21,267,False
2026-07-12,B+,14,29,252,False
2026-07-13,B+,28,28,252,False
2026-07-14,B+,28,29,251,False
2026-07-15,B+,27,18,260,False
2026-07-16,B+,28,23,265,False
2026-07-17,B+,22,20,267,False
2026-07-18,B+,31,22,276,False
2026-07-19,B+,13,14,275,False
2026-07-20,B+,24,24,275,False
2026-07-21,B+,17,25,267,False
2026-07-22,B+,28,28,267,False
2026-07-23,B+,35,21,281,False
2026-07-24,B+,18,11,288,False
2026-07-25,B+,17,13,292,False
2026-07-26,B+,13,15,290,False
2026-07-27,B+,12,31,271,False
2026-07-28,B+,28,25,274,False
2026-07-29,B+,23,25,272,False
2026-07-30,B+,22,33,261,False
2026-07-31,B+,20,27,254,False
2026-08-01,B+,18,30,242,False
2026-08-02,B+,16,13,245,False
2026-08-03,B+,20,19,246,False
2026-08-04,B+,21,24,243,False
2026-08-05,B+,26,28,241,False
2026-08-06,B+,26,21,246,False
2026-08-07,B+,29,24,251,False
2026-08-08,B+,22,16,257,False
2026-08-09,B+,19,13,263,False
2026-08-10,B+,21,34,250,False
2026-08-11,B+,19,37,232,False
2026-08-12,B+,22,24,230,False
2026-08-13,B+,34,25,239,False
2026-08-14,B+,25,31,233,False
2026-08-15,B+,23,20,236,False
2026-08-16,B+,18,30,224,False
2026-08-17,B+,23,27,220,False
2026-08-18,B+,28,21,227,False
2026-08-19,B+,36,20,243,False
2026-08-20,B+,18,28,233,False
2026-08-21,B+,28,27,234,False
2026-08-22,B+,32,22,244,False
2026-08-23,B+,18,22,240,False
2026-08-24,B+,26,31,235,False
2026-08-25,B+,30,31,234,False
2026-08-26,B+,31,17,248,False
2026-08-27,B+,27,22,253,False
2026-08-28,B+,22,19,256,False
2026-08-29,B+,20,18,258,False
2026-08-30,B+,21,12,267,False
2026-08-31,B+,27,18,276,False
2026-09-01,B+,24,28,272,False
2026-09-02,B+,29,26,275,False
2026-09-03,B+,25,35,265,False
2026-09-04,B+,22,22,265,False
2026-09-05,B+,23,17,271,False
2026-09-06,B+,8,21,258,False
2026-09-07,B+,19,28,249,False
2026-09-08,B+,29,21,257,False
2026-09-09,B+,24,26,255,False
2026-09-10,B+,34,28,261,False
2026-09-11,B+,29,26,264,False
2026-09-12,B+,20,13,271,False
2026-09-13,B+,10,19,262,False
2026-09-14,B+,27,31,258,False
2026-09-15,B+,26,27,257,False
2026-09-16,B+,26,24,259,False
2026-09-17,B+,25,27,257,False
2026-09-18,B+,25,23,259,False
2026-09-19,B+,23,21,261,False
2026-09-20,B+,13,16,258,False
2026-09-21,B+,21,18,261,False
2026-03-26,B-,7,17,49,False
2026-03-27,B-,4,6,47,False
2026-03-28,B-,3,7,43,False
2026-03-29,B-,8,5,46,False
2026-03-30,B-,11,4,53,False
2026-03-31,B-,9,11,51,False
2026-04-01,B-,8,9,50,False
2026-04-02,B-,5,4,51,False
2026-04-03,B-,1,6,46,True
2026-04-04,B-,7,6,47,False
2026-04-05,B-,5,7,45,False
2026-04-06,B-,9,10,44,True
2026-04-07,B-,7,8,43,False
2026-04-08,B-,12,12,43,False
2026-04-09,B-,10,4,49,False
2026-04-10,B-,9,5,53,False
2026-04-11,B-,8,7,54,False
2026-04-12,B-,4,7,51,False
2026-04-13,B-,8,12,47,False
2026-04-14,B-,8,6,49,False
2026-04-15,B-,7,11,45,False
2026-04-16,B-,18,10,53,False
2026-04-17,B-,7,8,52,False
2026-04-18,B-,10,7,55,False
2026-04-19,B-,4,5,54,False
2026-04-20,B-,3,8,49,False
2026-04-21,B-,8,5,52,False
2026-04-22,B-,15,7,60,False
2026-04-23,B-,7,5,62,False
2026-04-24,B-,4,3,63,False
2026-04-25,B-,8,9,62,False
2026-04-26,B-,4,2,64,False
2026-04-27,B-,6,8,62,False
2026-04-28,B-,7,11,58,False
2026-04-29,B-,9,4,63,False
2026-04-30,B-,6,7,62,False
2026-05-01,B-,5,8,59,True
2026-05-02,B-,4,1,62,False
2026-05-03,B-,3,5,60,False
2026-05-04,B-,6,7,59,False
2026-05-05,B-,11,7,63,False
2026-05-06,B-,5,6,62,False
2026-05-07,B-,3,7,58,False
2026-05-08,B-,8,9,57,False
2026-05-09,B-,7,6,58,False
2026-05-10,B-,6,5,59,False
2026-05-11,B-,7,5,61,False
2026-05-12,B-,8,5,64,False
2026-05-13,B-,10,11,63,False
2026-05-14,B-,6,6,63,True
2026-05-15,B-,7,9,61,False
2026-05-16,B-,3,5,59,False
2026-05-17,B-,5,1,63,False
2026-05-18,B-,3,9,57,False
2026-05-19,B-,8,7,58,False
2026-05-20,B-,9,6,61,False
2026-05-21,B-,2,15,48,False
2026-05-22,B-,11,10,49,False
2026-05-23,B-,8,4,53,False
2026-05-24,B-,4,7,50,False
2026-05-25,B-,5,14,41,True
2026-05-26,B-,7,10,38,False
2026-05-27,B-,12,7,43,False
2026-05-28,B-,10,4,49,False
2026-05-29,B-,6,7,48,False
2026-05-30,B-,6,10,44,False
2026-05-31,B-,6,17,33,False
2026-06-01,B-,10,13,30,False
2026-06-02,B-,9,9,30,False
2026-06-03,B-,9,12,27,False
2026-06-04,B-,8,11,24,False
2026-06-05,B-,14,5,33,False
2026-06-06,B-,8,5,36,False
2026-06-07,B-,2,5,33,False
2026-06-08,B-,8,10,31,False
2026-06-09,B-,10,10,31,False
2026-06-10,B-,13,6,38,False
2026-06-11,B-,13,12,39,False
2026-06-12,B-,16,14,41,False
2026-06-13,B-,11,5,47,False
2026-06-14,B-,8,9,46,False
2026-06-15,B-,7,4,49,False
2026-06-16,B-,8,13,44,False
2026-06-17,B-,4,8,40,False
2026-06-18,B-,11,8,43,False
2026-06-19,B-,5,7,41,False
2026-06-20,B-,7,8,40,False
2026-06-21,B-,3,4,39,False
2026-06-22,B-,8,9,38,False
2026-06-23,B-,9,13,34,False
2026-06-24,B-,9,8,35,False
2026-06-25,B-,6,12,29,False
2026-06-26,B-,9,3,35,False
2026-06-27,B-,6,5,36,False
2026-06-28,B-,11,0,47,False
2026-06-29,B-,15,9,53,False
2026-06-30,B-,8,6,55,False
2026-07-01,B-,5,7,53,False
2026-07-02,B-,7,11,49,False
2026-07-03,B-,6,6,49,False
2026-07-04,B-,6,7,48,False
2026-07-05,B-,12,6,54,False
2026-07-06,B-,7,7,54,False
2026-07-07,B-,6,7,53,False
2026-07-08,B-,14,8,59,False
2026-07-09,B-,11,6,64,False
2026-07-10,B-,5,8,61,False
2026-07-11,B-,5,3,63,False
2026-07-12,B-,2,8,57,False
2026-07-13,B-,8,5,60,False
2026-07-14,B-,6,8,58,False
2026-07-15,B-,10,12,56,False
2026-07-16,B-,8,7,57,False
2026-07-17,B-,9,5,61,False
2026-07-18,B-,7,14,54,False
2026-07-19,B-,4,8,50,False
2026-07-20,B-,5,9,46,False
2026-07-21,B-,12,9,49,False
2026-07-22,B-,9,7,51,False
2026-07-23,B-,10,10,51,False
2026-07-24,B-,11,4,58,False
2026-07-25,B-,5,7,56,False
2026-07-26,B-,4,7,53,False
2026-07-27,B-,5,6,52,False
2026-07-28,B-,11,4,59,False
2026-07-29,B-,5,14,50,False
2026-07-30,B-,9,9,50,False
2026-07-31,B-,10,6,54,False
2026-08-01,B-,7,3,58,False
2026-08-02,B-,5,0,63,False
2026-08-03,B-,5,8,60,False
2026-08-04,B-,7,9,58,False
2026-08-05,B-,8,5,61,False
2026-08-06,B-,7,9,59,False
2026-08-07,B-,7,9,57,False
2026-08-08,B-,14,8,63,False
2026-08-09,B-,5,5,63,False
2026-08-10,B-,8,5,66,False
2026-08-11,B-,8,9,65,False
2026-08-12,B-,3,11,57,False
2026-08-13,B-,14,9,62,False
2026-08-14,B-,11,4,69,False
2026-08-15,B-,8,4,73,False
2026-08-16,B-,3,4,72,False
2026-08-17,B-,3,8,67,False
2026-08-18,B-,6,11,62,False
2026-08-19,B-,9,4,67,False
2026-08-20,B-,7,3,71,False
2026-08-21,B-,5,10,66,False
2026-08-22,B-,4,7,63,False
2026-08-23,B-,4,5,62,False
2026-08-24,B-,9,10,61,False
2026-08-25,B-,9,9,61,False
2026-08-26,B-,9,4,66,False
2026-08-27,B-,4,7,63,False
2026-08-28,B-,8,12,59,False
2026-08-29,B-,9,3,65,False
2026-08-30,B-,5,5,65,False
2026-08-31,B-,6,8,63,False
2026-09-01,B-,8,4,67,False
2026-09-02,B-,8,10,65,False
2026-09-03,B-,12,6,71,False
2026-09-04,B-,3,4,70,False
2026-09-05,B-,1,8,63,False
2026-09-06,B-,5,8,60,False
2026-09-07,B-,9,9,60,False
2026-09-08,B-,7,4,63,False
2026-09-09,B-,3,9,57,False
2026-09-10,B-,5,4,58,False
2026-09-11,B-,8,9,57,False
2026-09-12,B-,5,6,56,False
2026-09-13,B-,5,4,57,False
2026-09-14,B-,5,10,52,False
2026-09-15,B-,5,5,52,False
2026-09-16,B-,13,6,59,False
2026-09-17,B-,9,5,63,False
2026-09-18,B-,4,16,51,False
2026-09-19,B-,4,8,47,False
2026-09-20,B-,1,2,46,False
2026-09-21,B-,6,7,45,False
2026-03-26,AB+,12,11,155,False
2026-03-27,AB+,8,12,151,False
2026-03-28,AB+,14,12,153,False
2026-03-29,AB+,9,8,154,False
2026-03-30,AB+,15,16,153,False
2026-03-31,AB+,10,17,146,False
2026-04-01,AB+,13,8,151,False
2026-04-02,AB+,11,18,144,False
2026-04-03,AB+,4,10,138,True
2026-04-04,AB+,5,6,137,False
2026-04-05,AB+,4,7,134,False
2026-04-06,AB+,5,16,123,True
2026-04-07,AB+,16,14,125,False
2026-04-08,AB+,13,15,123,False
2026-04-09,AB+,15,9,129,False
2026-04-10,AB+,14,10,133,False
2026-04-11,AB+,7,14,126,False
2026-04-12,AB+,5,6,125,False
2026-04-13,AB+,7,10,122,False
2026-04-14,AB+,6,17,111,False
2026-04-15,AB+,19,17,113,False
2026-04-16,AB+,19,12,120,False
2026-04-17,AB+,15,12,123,False
2026-04-18,AB+,20,7,136,False
2026-04-19,AB+,8,10,134,False
2026-04-20,AB+,12,13,133,False
2026-04-21,AB+,13,11,135,False
2026-04-22,AB+,17,10,142,False
2026-04-23,AB+,16,9,149,False
2026-04-24,AB+,16,14,151,False
2026-04-25,AB+,8,8,151,False
2026-04-26,AB+,5,3,153,False
2026-04-27,AB+,11,16,148,False
2026-04-28,AB+,12,12,148,False
2026-04-29,AB+,12,16,144,False
2026-04-30,AB+,19,9,154,False
2026-05-01,AB+,4,8,150,True
2026-05-02,AB+,7,16,141,False
2026-05-03,AB+,12,7,146,False
2026-05-04,AB+,11,8,149,False
2026-05-05,AB+,10,19,140,False
2026-05-06,AB+,12,12,140,False
2026-05-07,AB+,17,11,146,False
2026-05-08,AB+,10,10,146,False
2026-05-09,AB+,7,7,146,False
2026-05-10,AB+,12,13,145,False
2026-05-11,AB+,16,13,148,False
2026-05-12,AB+,8,15,141,False
2026-05-13,AB+,9,11,139,False
2026-05-14,AB+,7,9,137,True
2026-05-15,AB+,9,6,140,False
2026-05-16,AB+,9,1,148,False
2026-05-17,AB+,9,4,153,False
2026-05-18,AB+,11,10,154,False
2026-05-19,AB+,11,14,151,False
2026-05-20,AB+,13,13,151,False
2026-05-21,AB+,14,9,156,False
2026-05-22,AB+,15,7,164,False
2026-05-23,AB+,9,6,167,False
2026-05-24,AB+,7,9,165,False
2026-05-25,AB+,2,15,152,True
2026-05-26,AB+,6,10,148,False
2026-05-27,AB+,11,16,143,False
2026-05-28,AB+,17,16,144,False
2026-05-29,AB+,11,12,143,False
2026-05-30,AB+,6,8,141,False
2026-05-31,AB+,6,11,136,False
2026-06-01,AB+,17,12,141,False
2026-06-02,AB+,15,14,142,False
2026-06-03,AB+,14,14,142,False
2026-06-04,AB+,13,11,144,False
2026-06-05,AB+,9,11,142,False
2026-06-06,AB+,14,3,153,False
2026-06-07,AB+,6,9,150,False
2026-06-08,AB+,9,10,149,False
2026-06-09,AB+,10,11,148,False
2026-06-10,AB+,12,9,151,False
2026-06-11,AB+,14,15,150,False
2026-06-12,AB+,11,7,154,False
2026-06-13,AB+,12,9,157,False
2026-06-14,AB+,3,7,153,False
2026-06-15,AB+,15,12,156,False
2026-06-16,AB+,20,18,158,False
2026-06-17,AB+,18,21,155,False
2026-06-18,AB+,5,13,147,False
2026-06-19,AB+,14,11,150,False
2026-06-20,AB+,13,7,156,False
2026-06-21,AB+,4,7,153,False
2026-06-22,AB+,13,11,155,False
2026-06-23,AB+,7,16,146,False
2026-06-24,AB+,18,9,155,False
2026-06-25,AB+,10,13,152,False
2026-06-26,AB+,11,15,148,False
2026-06-27,AB+,9,6,151,False
2026-06-28,AB+,9,6,154,False
2026-06-29,AB+,8,21,141,False
2026-06-30,AB+,12,9,144,False
2026-07-01,AB+,17,12,149,False
2026-07-02,AB+,14,6,157,False
2026-07-03,AB+,14,6,165,False
2026-07-04,AB+,4,16,153,False
2026-07-05,AB+,12,10,155,False
2026-07-06,AB+,9,10,154,False
2026-07-07,AB+,6,12,148,False
2026-07-08,AB+,15,11,152,False
2026-07-09,AB+,7,9,150,False
2026-07-10,AB+,18,9,159,False
2026-07-11,AB+,12,11,160,False
2026-07-12,AB+,7,5,162,False
2026-07-13,AB+,13,11,164,False
2026-07-14,AB+,15,6,173,False
2026-07-15,AB+,6,9,170,False
2026-07-16,AB+,8,15,163,False
2026-07-17,AB+,13,15,161,False
2026-07-18,AB+,8,5,164,False
2026-07-19,AB+,5,6,163,False
2026-07-20,AB+,14,10,167,False
2026-07-21,AB+,10,8,169,False
2026-07-22,AB+,10,12,167,False
2026-07-23,AB+,15,11,171,False
2026-07-24,AB+,9,15,165,False
2026-07-25,AB+,8,10,163,False
2026-07-26,AB+,6,7,162,False
2026-07-27,AB+,8,9,161,False
2026-07-28,AB+,11,13,159,False
2026-07-29,AB+,8,9,158,False
2026-07-30,AB+,15,13,160,False
2026-07-31,AB+,13,10,163,False
2026-08-01,AB+,7,14,156,False
2026-08-02,AB+,5,7,154,False
2026-08-03,AB+,4,11,147,False
2026-08-04,AB+,14,13,148,False
2026-08-05,AB+,17,16,149,False
2026-08-06,AB+,11,17,143,False
2026-08-07,AB+,7,8,142,False
2026-08-08,AB+,15,12,145,False
2026-08-09,AB+,7,5,147,False
2026-08-10,AB+,19,9,157,False
2026-08-11,AB+,14,14,157,False
2026-08-12,AB+,11,7,161,False
2026-08-13,AB+,13,9,165,False
2026-08-14,AB+,10,10,165,False
2026-08-15,AB+,14,15,164,False
2026-08-16,AB+,4,7,161,False
2026-08-17,AB+,8,8,161,False
2026-08-18,AB+,13,17,157,False
2026-08-19,AB+,15,10,162,False
2026-08-20,AB+,9,8,163,False
2026-08-21,AB+,5,9,159,False
2026-08-22,AB+,5,9,155,False
2026-08-23,AB+,11,10,156,False
2026-08-24,AB+,15,7,164,False
2026-08-25,AB+,8,16,156,False
2026-08-26,AB+,13,13,156,False
2026-08-27,AB+,11,16,151,False
2026-08-28,AB+,14,13,152,False
2026-08-29,AB+,12,7,157,False
2026-08-30,AB+,9,9,157,False
2026-08-31,AB+,11,10,158,False
2026-09-01,AB+,7,13,152,False
2026-09-02,AB+,18,15,155,False
2026-09-03,AB+,8,12,151,False
2026-09-04,AB+,9,14,146,False
2026-09-05,AB+,16,9,153,False
2026-09-06,AB+,6,21,138,False
2026-09-07,AB+,7,9,136,False
2026-09-08,AB+,15,16,135,False
2026-09-09,AB+,10,12,133,False
2026-09-10,AB+,12,12,133,False
2026-09-11,AB+,19,12,140,False
2026-09-12,AB+,13,12,141,False
2026-09-13,AB+,5,9,137,False
2026-09-14,AB+,13,8,142,False
2026-09-15,AB+,19,12,149,False
2026-09-16,AB+,13,12,150,False
2026-09-17,AB+,16,9,157,False
2026-09-18,AB+,12,14,155,False
2026-09-19,AB+,16,8,163,False
2026-09-20,AB+,4,12,155,False
2026-09-21,AB+,15,10,160,False
2026-03-26,AB-,5,3,32,False
2026-03-27,AB-,4,5,31,False
2026-03-28,AB-,2,2,31,False
2026-03-29,AB-,5,1,35,False
2026-03-30,AB-,3,6,32,False
2026-03-31,AB-,4,1,35,False
2026-04-01,AB-,3,7,31,False
2026-04-02,AB-,5,4,32,False
2026-04-03,AB-,1,1,32,True
2026-04-04,AB-,5,5,32,False
2026-04-05,AB-,1,1,32,False
2026-04-06,AB-,1,5,28,True
2026-04-07,AB-,7,5,30,False
2026-04-08,AB-,6,3,33,False
2026-04-09,AB-,9,6,36,False
2026-04-10,AB-,7,7,36,False
2026-04-11,AB-,5,2,39,False
2026-04-12,AB-,2,5,36,False
2026-04-13,AB-,3,6,33,False
2026-04-14,AB-,6,6,33,False
2026-04-15,AB-,7,3,37,False
2026-04-16,AB-,2,4,35,False
2026-04-17,AB-,2,4,33,False
2026-04-18,AB-,7,5,35,False
2026-04-19,AB-,2,4,33,False
2026-04-20,AB-,7,4,36,False
2026-04-21,AB-,6,7,35,False
2026-04-22,AB-,5,8,32,False
2026-04-23,AB-,1,6,27,False
2026-04-24,AB-,3,4,26,False
2026-04-25,AB-,5,4,27,False
2026-04-26,AB-,5,3,29,False
2026-04-27,AB-,4,7,26,False
2026-04-28,AB-,6,10,22,False
2026-04-29,AB-,7,6,23,False
2026-04-30,AB-,7,2,28,False
2026-05-01,AB-,3,3,28,True
2026-05-02,AB-,4,4,28,False
2026-05-03,AB-,1,3,26,False
2026-05-04,AB-,4,2,28,False
2026-05-05,AB-,6,4,30,False
2026-05-06,AB-,7,6,31,False
2026-05-07,AB-,6,3,34,False
2026-05-08,AB-,3,3,34,False
2026-05-09,AB-,1,2,33,False
2026-05-10,AB-,2,4,31,False
2026-05-11,AB-,0,5,26,False
2026-05-12,AB-,4,5,25,False
2026-05-13,AB-,7,5,27,False
2026-05-14,AB-,2,2,27,True
2026-05-15,AB-,5,2,30,False
2026-05-16,AB-,1,5,26,False
2026-05-17,AB-,2,2,26,False
2026-05-18,AB-,7,9,24,False
2026-05-19,AB-,6,9,21,False
2026-05-20,AB-,2,4,19,False
2026-05-21,AB-,6,6,19,False
2026-05-22,AB-,11,7,23,False
2026-05-23,AB-,3,5,21,False
2026-05-24,AB-,4,1,24,False
2026-05-25,AB-,1,6,19,True
2026-05-26,AB-,1,5,15,False
2026-05-27,AB-,7,3,19,False
2026-05-28,AB-,10,2,27,False
2026-05-29,AB-,3,3,27,False
2026-05-30,AB-,2,3,26,False
2026-05-31,AB-,6,7,25,False
2026-06-01,AB-,7,3,29,False
2026-06-02,AB-,4,4,29,False
2026-06-03,AB-,3,5,27,False
2026-06-04,AB-,6,5,28,False
2026-06-05,AB-,5,5,28,False
2026-06-06,AB-,4,3,29,False
2026-06-07,AB-,1,2,28,False
2026-06-08,AB-,5,3,30,False
2026-06-09,AB-,7,3,34,False
2026-06-10,AB-,2,4,32,False
2026-06-11,AB-,4,9,27,False
2026-06-12,AB-,4,4,27,False
2026-06-13,AB-,0,5,22,False
2026-06-14,AB-,4,1,25,False
2026-06-15,AB-,2,4,23,False
2026-06-16,AB-,4,3,24,False
2026-06-17,AB-,6,7,23,False
2026-06-18,AB-,4,5,22,False
2026-06-19,AB-,5,3,24,False
2026-06-20,AB-,3,1,26,False
2026-06-21,AB-,2,3,25,False
2026-06-22,AB-,5,3,27,False
2026-06-23,AB-,4,8,23,False
2026-06-24,AB-,4,4,23,False
2026-06-25,AB-,6,4,25,False
2026-06-26,AB-,6,5,26,False
2026-06-27,AB-,4,4,26,False
2026-06-28,AB-,2,3,25,False
2026-06-29,AB-,4,5,24,False
2026-06-30,AB-,8,7,25,False
2026-07-01,AB-,3,6,22,False
2026-07-02,AB-,10,4,28,False
2026-07-03,AB-,3,3,28,False
2026-07-04,AB-,6,4,30,False
2026-07-05,AB-,4,1,33,False
2026-07-06,AB-,6,3,36,False
2026-07-07,AB-,7,5,38,False
2026-07-08,AB-,7,3,42,False
2026-07-09,AB-,2,5,39,False
2026-07-10,AB-,2,4,37,False
2026-07-11,AB-,2,2,37,False
2026-07-12,AB-,1,3,35,False
2026-07-13,AB-,6,1,40,False
2026-07-14,AB-,4,7,37,False
2026-07-15,AB-,2,6,33,False
2026-07-16,AB-,1,3,31,False
2026-07-17,AB-,9,7,33,False
2026-07-18,AB-,3,4,32,False
2026-07-19,AB-,2,1,33,False
2026-07-20,AB-,4,2,35,False
2026-07-21,AB-,4,2,37,False
2026-07-22,AB-,3,3,37,False
2026-07-23,AB-,2,4,35,False
2026-07-24,AB-,1,5,31,False
2026-07-25,AB-,7,2,36,False
2026-07-26,AB-,1,3,34,False
2026-07-27,AB-,2,3,33,False
2026-07-28,AB-,1,4,30,False
2026-07-29,AB-,7,6,31,False
2026-07-30,AB-,3,5,29,False
2026-07-31,AB-,6,8,27,False
2026-08-01,AB-,3,2,28,False
2026-08-02,AB-,1,1,28,False
2026-08-03,AB-,5,5,28,False
2026-08-04,AB-,3,4,27,False
2026-08-05,AB-,5,9,23,False
2026-08-06,AB-,1,4,20,False
2026-08-07,AB-,4,5,19,False
2026-08-08,AB-,6,4,21,False
2026-08-09,AB-,0,1,20,False
2026-08-10,AB-,3,3,20,False
2026-08-11,AB-,8,6,22,False
2026-08-12,AB-,3,0,25,False
2026-08-13,AB-,8,4,29,False
2026-08-14,AB-,2,4,27,False
2026-08-15,AB-,7,3,31,False
2026-08-16,AB-,3,5,29,False
2026-08-17,AB-,5,8,26,False
2026-08-18,AB-,8,3,31,False
2026-08-19,AB-,4,4,31,False
2026-08-20,AB-,4,2,33,False
2026-08-21,AB-,2,4,31,False
2026-08-22,AB-,2,1,32,False
2026-08-23,AB-,3,0,35,False
2026-08-24,AB-,1,8,28,False
2026-08-25,AB-,4,5,27,False
2026-08-26,AB-,3,5,25,False
2026-08-27,AB-,1,4,22,False
2026-08-28,AB-,7,7,22,False
2026-08-29,AB-,1,1,22,False
2026-08-30,AB-,3,2,23,False
2026-08-31,AB-,6,3,26,False
2026-09-01,AB-,8,7,27,False
2026-09-02,AB-,5,3,29,False
2026-09-03,AB-,4,2,31,False
2026-09-04,AB-,2,8,25,False
2026-09-05,AB-,2,3,24,False
2026-09-06,AB-,1,0,25,False
2026-09-07,AB-,4,2,27,False
2026-09-08,AB-,8,4,31,False
2026-09-09,AB-,7,4,34,False
2026-09-10,AB-,9,2,41,False
2026-09-11,AB-,3,1,43,False
2026-09-12,AB-,2,4,41,False
2026-09-13,AB-,4,2,43,False
2026-09-14,AB-,3,3,43,False
2026-09-15,AB-,3,4,42,False
2026-09-16,AB-,6,11,37,False
2026-09-17,AB-,3,3,37,False
2026-09-18,AB-,2,5,34,False
2026-09-19,AB-,3,6,31,False
2026-09-20,AB-,3,3,31,False
2026-09-21,AB-,3,8,26,False
